InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
45_Willow Lake_11213,45,Willow Lake,11213,CitrusSilk,750mL,7,18.99,01/01/2016
45_Willow Lake_14383,45,Willow Lake,14383,SunlitSnowfruitSip,750mL,10,15.99,01/01/2016
45_Willow Lake_14439,45,Willow Lake,14439,LushLagoonLatte,750mL,8,4.99,01/01/2016
45_Willow Lake_16328,45,Willow Lake,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
45_Willow Lake_19507,45,Willow Lake,19507,VelvetFizz,750mL,5,7.99,01/01/2016
45_Willow Lake_24002,45,Willow Lake,24002,EnchantedElderflowerElixir,1.5L,18,8.99,01/01/2016
45_Willow Lake_37731,45,Willow Lake,37731,CosmicCider,3L,9,10.99,01/01/2016
46_Silverbrook_1094,46,Silverbrook,1094,TranquilBrew,750mL,5,41.99,01/01/2016
46_Silverbrook_1397,46,Silverbrook,1397,BlueberryBrew,750mL,8,13.99,01/01/2016
46_Silverbrook_1692,46,Silverbrook,1692,FrothyForestFable,750mL,12,18.49,01/01/2016
46_Silverbrook_1896,46,Silverbrook,1896,AlpineAloeAria,750mL,3,99.99,01/01/2016
61_Crystal Bay_5124,61,Crystal Bay,5124,FrolicFrappe,1.75L,7,66.99,01/01/2016
61_Crystal Bay_5921,61,Crystal Bay,5921,SparklingSaffron,750mL,23,21.99,01/01/2016
61_Crystal Bay_6553,61,Crystal Bay,6553,PomegranatePleasure,750mL,5,11.99,01/01/2016
61_Crystal Bay_7725,61,Crystal Bay,7725,MidnightMangoMist,750mL,22,9.99,01/01/2016
61_Crystal Bay_8102,61,Crystal Bay,8102,MidnightMochaMist,1.75L,49,24.99,01/01/2016
61_Crystal Bay_8370,61,Crystal Bay,8370,LavenderLullaby,1.75L,10,10.99,01/01/2016
51_Mountaincrest_2598,51,Mountaincrest,2598,TropicalTidewave,750mL,9,14.99,01/01/2016
51_Mountaincrest_2679,51,Mountaincrest,2679,OceanOpal,750mL,59,19.99,01/01/2016
51_Mountaincrest_2854,51,Mountaincrest,2854,CloudNineCafé,750mL,13,54.99,01/01/2016
51_Mountaincrest_3487,51,Mountaincrest,3487,SummerBerryBrio,750mL,29,16.99,01/01/2016
51_Mountaincrest_3917,51,Mountaincrest,3917,SparklingSiesta,50mL,42,0.99,01/01/2016
51_Mountaincrest_4246,51,Mountaincrest,4246,TranquilToffeeTwirl,375mL,24,5.49,01/01/2016
51_Mountaincrest_5124,51,Mountaincrest,5124,FrolicFrappe,1.75L,5,66.99,01/01/2016
17_Sunnyside_8102,17,Sunnyside,8102,MidnightMochaMist,1.75L,9,24.99,01/01/2016
17_Sunnyside_8370,17,Sunnyside,8370,LavenderLullaby,1.75L,16,10.99,01/01/2016
17_Sunnyside_8907,17,Sunnyside,8907,RadiantRainforestRipple,1.5L,3,6.99,01/01/2016
17_Sunnyside_14439,17,Sunnyside,14439,LushLagoonLatte,750mL,2,4.99,01/01/2016
17_Sunnyside_16180,17,Sunnyside,16180,CozyCaramelCrave,750mL,12,10.99,01/01/2016
17_Sunnyside_16328,17,Sunnyside,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
17_Sunnyside_19549,17,Sunnyside,19549,FrostedFable,3L,4,14.99,01/01/2016
17_Sunnyside_24002,17,Sunnyside,24002,EnchantedElderflowerElixir,1.5L,11,8.99,01/01/2016
17_Sunnyside_24673,17,Sunnyside,24673,ZenBrew,1.5L,4,15.99,01/01/2016
17_Sunnyside_29407,17,Sunnyside,29407,WildWisteriaWhirl,750mL,2,15.99,01/01/2016
17_Sunnyside_33683,17,Sunnyside,33683,FrothEuphoria,1.5L,6,20.99,01/01/2016
17_Sunnyside_35862,17,Sunnyside,35862,SunburstSip,750mL,11,19.99,01/01/2016
17_Sunnyside_37731,17,Sunnyside,37731,CosmicCider,3L,5,10.99,01/01/2016
54_Cascade City_7725,54,Cascade City,7725,MidnightMangoMist,750mL,12,9.99,01/01/2016
54_Cascade City_8102,54,Cascade City,8102,MidnightMochaMist,1.75L,33,24.99,01/01/2016
54_Cascade City_8370,54,Cascade City,8370,LavenderLullaby,1.75L,14,10.99,01/01/2016
54_Cascade City_8847,54,Cascade City,8847,LuminousLagoon,750mL,12,5.99,01/01/2016
54_Cascade City_11213,54,Cascade City,11213,CitrusSilk,750mL,22,18.99,01/01/2016
54_Cascade City_14383,54,Cascade City,14383,SunlitSnowfruitSip,750mL,17,15.99,01/01/2016
54_Cascade City_16159,54,Cascade City,16159,GlimmerQuench,750mL,10,9.99,01/01/2016
54_Cascade City_16380,54,Cascade City,16380,CelestialChai,750mL,2,10.99,01/01/2016
25_Crystal Falls_5921,25,Crystal Falls,5921,SparklingSaffron,750mL,8,21.99,01/01/2016
25_Crystal Falls_6553,25,Crystal Falls,6553,PomegranatePleasure,750mL,3,11.99,01/01/2016
25_Crystal Falls_8102,25,Crystal Falls,8102,MidnightMochaMist,1.75L,37,24.99,01/01/2016
25_Crystal Falls_8370,25,Crystal Falls,8370,LavenderLullaby,1.75L,7,10.99,01/01/2016
25_Crystal Falls_8907,25,Crystal Falls,8907,RadiantRainforestRipple,1.5L,6,6.99,01/01/2016
25_Crystal Falls_11213,25,Crystal Falls,11213,CitrusSilk,750mL,10,18.99,01/01/2016
25_Crystal Falls_14383,25,Crystal Falls,14383,SunlitSnowfruitSip,750mL,4,15.99,01/01/2016
25_Crystal Falls_14439,25,Crystal Falls,14439,LushLagoonLatte,750mL,13,4.99,01/01/2016
13_Harmony Bay_8102,13,Harmony Bay,8102,MidnightMochaMist,1.75L,10,24.99,01/01/2016
13_Harmony Bay_8370,13,Harmony Bay,8370,LavenderLullaby,1.75L,5,10.99,01/01/2016
13_Harmony Bay_11213,13,Harmony Bay,11213,CitrusSilk,750mL,3,18.99,01/01/2016
13_Harmony Bay_19507,13,Harmony Bay,19507,VelvetFizz,750mL,8,7.99,01/01/2016
13_Harmony Bay_24002,13,Harmony Bay,24002,EnchantedElderflowerElixir,1.5L,7,8.99,01/01/2016
13_Harmony Bay_33683,13,Harmony Bay,33683,FrothEuphoria,1.5L,7,20.99,01/01/2016
13_Harmony Bay_35862,13,Harmony Bay,35862,SunburstSip,750mL,6,19.99,01/01/2016
13_Harmony Bay_37731,13,Harmony Bay,37731,CosmicCider,3L,14,10.99,01/01/2016
13_Harmony Bay_41212,13,Harmony Bay,41212,SparkleBliss,750mL,9,15.99,01/01/2016
59_Laurelton_8102,59,Laurelton,8102,MidnightMochaMist,1.75L,21,24.99,01/01/2016
59_Laurelton_8370,59,Laurelton,8370,LavenderLullaby,1.75L,12,10.99,01/01/2016
59_Laurelton_10452,59,Laurelton,10452,MoonlitMapleMocha,750mL,8,9.99,01/01/2016
59_Laurelton_11213,59,Laurelton,11213,CitrusSilk,750mL,38,18.99,01/01/2016
59_Laurelton_11340,59,Laurelton,11340,BlissfulBubbly,750mL,9,13.99,01/01/2016
59_Laurelton_14383,59,Laurelton,14383,SunlitSnowfruitSip,750mL,10,15.99,01/01/2016
59_Laurelton_14439,59,Laurelton,14439,LushLagoonLatte,750mL,27,4.99,01/01/2016
59_Laurelton_16159,59,Laurelton,16159,GlimmerQuench,750mL,53,9.99,01/01/2016
59_Laurelton_16180,59,Laurelton,16180,CozyCaramelCrave,750mL,17,10.99,01/01/2016
59_Laurelton_16328,59,Laurelton,16328,TranquilToastedTaffy,500mL,24,3.99,01/01/2016
38_Willowfield_23633,38,Willowfield,23633,CinnamonSizzle,750mL,1,14.99,01/01/2016
38_Willowfield_24002,38,Willowfield,24002,EnchantedElderflowerElixir,1.5L,23,8.99,01/01/2016
38_Willowfield_24310,38,Willowfield,24310,ZestSplash,750mL,21,12.99,01/01/2016
38_Willowfield_24673,38,Willowfield,24673,ZenBrew,1.5L,12,15.99,01/01/2016
38_Willowfield_25005,38,Willowfield,25005,VelvetVioletVapor,750mL,8,17.99,01/01/2016
38_Willowfield_25070,38,Willowfield,25070,EmeraldElixir,750mL,6,34.99,01/01/2016
38_Willowfield_25154,38,Willowfield,25154,VanillaVelvetVortex,750mL,16,24.99,01/01/2016
38_Willowfield_25159,38,Willowfield,25159,Peaches-n-Dream,750mL,22,11.99,01/01/2016
38_Willowfield_26876,38,Willowfield,26876,FrothyFigFantasy,750mL,12,79.99,01/01/2016
38_Willowfield_27644,38,Willowfield,27644,EnchantedIced,750mL,18,9.99,01/01/2016
38_Willowfield_28983,38,Willowfield,28983,TranquilTurmericTonic,750mL,24,14.99,01/01/2016
38_Willowfield_29407,38,Willowfield,29407,WildWisteriaWhirl,750mL,134,15.99,01/01/2016
38_Willowfield_29996,38,Willowfield,29996,WhisperQuencher,750mL,69,16.99,01/01/2016
38_Willowfield_31541,38,Willowfield,31541,OasisWhirl,750mL,45,20.99,01/01/2016
38_Willowfield_32604,38,Willowfield,32604,CarnivalChill,750mL,14,9.95,01/01/2016
38_Willowfield_33683,38,Willowfield,33683,FrothEuphoria,1.5L,18,20.99,01/01/2016
1_Havenbrook_1022,1,Havenbrook,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
1_Havenbrook_1030,1,Havenbrook,1030,HarmonyQuaff,750mL,6,18.99,01/01/2016
1_Havenbrook_1094,1,Havenbrook,1094,TranquilBrew,750mL,3,41.99,01/01/2016
1_Havenbrook_1397,1,Havenbrook,1397,BlueberryBrew,750mL,25,13.99,01/01/2016
1_Havenbrook_1692,1,Havenbrook,1692,FrothyForestFable,750mL,11,18.49,01/01/2016
1_Havenbrook_1896,1,Havenbrook,1896,AlpineAloeAria,750mL,20,99.99,01/01/2016
1_Havenbrook_2598,1,Havenbrook,2598,TropicalTidewave,750mL,1,14.99,01/01/2016
1_Havenbrook_2679,1,Havenbrook,2679,OceanOpal,750mL,17,19.99,01/01/2016
1_Havenbrook_2854,1,Havenbrook,2854,CloudNineCafé,750mL,15,54.99,01/01/2016
1_Havenbrook_3079,1,Havenbrook,3079,RadiantRhubarbRefresher,750mL,20,13.99,01/01/2016
1_Havenbrook_3237,1,Havenbrook,3237,ChilledCherryCharm,1.75L,10,23.99,01/01/2016
1_Havenbrook_3296,1,Havenbrook,3296,MysticMangoMingle,750mL,10,22.99,01/01/2016
74_Velvet Vista_11213,74,Velvet Vista,11213,CitrusSilk,750mL,10,18.99,01/01/2016
74_Velvet Vista_14383,74,Velvet Vista,14383,SunlitSnowfruitSip,750mL,8,15.99,01/01/2016
74_Velvet Vista_14439,74,Velvet Vista,14439,LushLagoonLatte,750mL,17,4.99,01/01/2016
74_Velvet Vista_16180,74,Velvet Vista,16180,CozyCaramelCrave,750mL,12,10.99,01/01/2016
74_Velvet Vista_24002,74,Velvet Vista,24002,EnchantedElderflowerElixir,1.5L,22,8.99,01/01/2016
74_Velvet Vista_24094,74,Velvet Vista,24094,CitrusSilhouette,1.5L,12,6.99,01/01/2016
74_Velvet Vista_27644,74,Velvet Vista,27644,EnchantedIced,750mL,9,9.99,01/01/2016
74_Velvet Vista_29996,74,Velvet Vista,29996,WhisperQuencher,750mL,25,16.99,01/01/2016
74_Velvet Vista_31541,74,Velvet Vista,31541,OasisWhirl,750mL,43,20.99,01/01/2016
74_Velvet Vista_33683,74,Velvet Vista,33683,FrothEuphoria,1.5L,11,20.99,01/01/2016
74_Velvet Vista_37731,74,Velvet Vista,37731,CosmicCider,3L,0,10.99,01/01/2016
74_Velvet Vista_40175,74,Velvet Vista,40175,SunburstSorbet,187mL 4 Pk,10,11.99,01/01/2016
74_Velvet Vista_41212,74,Velvet Vista,41212,SparkleBliss,750mL,8,15.99,01/01/2016
73_Cypress Springs_8370,73,Cypress Springs,8370,LavenderLullaby,1.75L,10,10.99,01/01/2016
73_Cypress Springs_8847,73,Cypress Springs,8847,LuminousLagoon,750mL,25,5.99,01/01/2016
73_Cypress Springs_8907,73,Cypress Springs,8907,RadiantRainforestRipple,1.5L,7,6.99,01/01/2016
73_Cypress Springs_11213,73,Cypress Springs,11213,CitrusSilk,750mL,119,18.99,01/01/2016
73_Cypress Springs_11340,73,Cypress Springs,11340,BlissfulBubbly,750mL,29,13.99,01/01/2016
73_Cypress Springs_12324,73,Cypress Springs,12324,RadiantRipple,750mL,23,28.99,01/01/2016
73_Cypress Springs_13122,73,Cypress Springs,13122,LavenderLatte,750mL,14,14.99,01/01/2016
73_Cypress Springs_13229,73,Cypress Springs,13229,CosmicCoconutCrush,750mL,6,99.99,01/01/2016
73_Cypress Springs_14383,73,Cypress Springs,14383,SunlitSnowfruitSip,750mL,21,15.99,01/01/2016
73_Cypress Springs_14439,73,Cypress Springs,14439,LushLagoonLatte,750mL,4,4.99,01/01/2016
73_Cypress Springs_15007,73,Cypress Springs,15007,BubbleHarbor,750mL,25,19.99,01/01/2016
73_Cypress Springs_15076,73,Cypress Springs,15076,MoonlitMacchiato,750mL,5,11.99,01/01/2016
73_Cypress Springs_15423,73,Cypress Springs,15423,RaspberryRoseRelish,750mL,1,12.99,01/01/2016
30_Whispering Pines_6553,30,Whispering Pines,6553,PomegranatePleasure,750mL,9,11.99,01/01/2016
30_Whispering Pines_7725,30,Whispering Pines,7725,MidnightMangoMist,750mL,36,9.99,01/01/2016
30_Whispering Pines_8102,30,Whispering Pines,8102,MidnightMochaMist,1.75L,15,24.99,01/01/2016
30_Whispering Pines_8370,30,Whispering Pines,8370,LavenderLullaby,1.75L,9,10.99,01/01/2016
30_Whispering Pines_8907,30,Whispering Pines,8907,RadiantRainforestRipple,1.5L,8,6.99,01/01/2016
30_Whispering Pines_10452,30,Whispering Pines,10452,MoonlitMapleMocha,750mL,7,9.99,01/01/2016
30_Whispering Pines_11213,30,Whispering Pines,11213,CitrusSilk,750mL,12,18.99,01/01/2016
30_Whispering Pines_14383,30,Whispering Pines,14383,SunlitSnowfruitSip,750mL,0,15.99,01/01/2016
30_Whispering Pines_14439,30,Whispering Pines,14439,LushLagoonLatte,750mL,4,4.99,01/01/2016
30_Whispering Pines_15007,30,Whispering Pines,15007,BubbleHarbor,750mL,8,19.99,01/01/2016
30_Whispering Pines_16159,30,Whispering Pines,16159,GlimmerQuench,750mL,11,9.99,01/01/2016
30_Whispering Pines_16328,30,Whispering Pines,16328,TranquilToastedTaffy,500mL,13,3.99,01/01/2016
22_Stonebridge_2598,22,Stonebridge,2598,TropicalTidewave,750mL,3,14.99,01/01/2016
22_Stonebridge_2679,22,Stonebridge,2679,OceanOpal,750mL,28,19.99,01/01/2016
22_Stonebridge_2854,22,Stonebridge,2854,CloudNineCafé,750mL,5,54.99,01/01/2016
22_Stonebridge_3237,22,Stonebridge,3237,ChilledCherryCharm,1.75L,7,23.99,01/01/2016
22_Stonebridge_3487,22,Stonebridge,3487,SummerBerryBrio,750mL,10,16.99,01/01/2016
22_Stonebridge_3917,22,Stonebridge,3917,SparklingSiesta,50mL,1,0.99,01/01/2016
22_Stonebridge_4246,22,Stonebridge,4246,TranquilToffeeTwirl,375mL,33,5.49,01/01/2016
22_Stonebridge_5124,22,Stonebridge,5124,FrolicFrappe,1.75L,4,66.99,01/01/2016
79_Starlight Bluff_18884,79,Starlight Bluff,18884,VanillaVelour,750mL,24,15.99,01/01/2016
79_Starlight Bluff_19175,79,Starlight Bluff,19175,StarrySipAmericano,750mL,15,11.99,01/01/2016
79_Starlight Bluff_19507,79,Starlight Bluff,19507,VelvetFizz,750mL,29,7.99,01/01/2016
79_Starlight Bluff_24002,79,Starlight Bluff,24002,EnchantedElderflowerElixir,1.5L,17,8.99,01/01/2016
79_Starlight Bluff_24673,79,Starlight Bluff,24673,ZenBrew,1.5L,15,15.99,01/01/2016
79_Starlight Bluff_27644,79,Starlight Bluff,27644,EnchantedIced,750mL,29,9.99,01/01/2016
79_Starlight Bluff_28983,79,Starlight Bluff,28983,TranquilTurmericTonic,750mL,6,14.99,01/01/2016
79_Starlight Bluff_29407,79,Starlight Bluff,29407,WildWisteriaWhirl,750mL,36,15.99,01/01/2016
79_Starlight Bluff_29996,79,Starlight Bluff,29996,WhisperQuencher,750mL,24,16.99,01/01/2016
79_Starlight Bluff_31541,79,Starlight Bluff,31541,OasisWhirl,750mL,19,20.99,01/01/2016
49_Sapphire Springs_3917,49,Sapphire Springs,3917,SparklingSiesta,50mL,4,0.99,01/01/2016
49_Sapphire Springs_4246,49,Sapphire Springs,4246,TranquilToffeeTwirl,375mL,35,5.49,01/01/2016
49_Sapphire Springs_5124,49,Sapphire Springs,5124,FrolicFrappe,1.75L,5,66.99,01/01/2016
79_Starlight Bluff_32604,79,Starlight Bluff,32604,CarnivalChill,750mL,41,9.95,01/01/2016
79_Starlight Bluff_33683,79,Starlight Bluff,33683,FrothEuphoria,1.5L,15,20.99,01/01/2016
64_Havenwood_3917,64,Havenwood,3917,SparklingSiesta,50mL,3,0.99,01/01/2016
64_Havenwood_4246,64,Havenwood,4246,TranquilToffeeTwirl,375mL,26,5.49,01/01/2016
64_Havenwood_5124,64,Havenwood,5124,FrolicFrappe,1.75L,3,66.99,01/01/2016
64_Havenwood_5921,64,Havenwood,5921,SparklingSaffron,750mL,9,21.99,01/01/2016
64_Havenwood_6553,64,Havenwood,6553,PomegranatePleasure,750mL,16,11.99,01/01/2016
56_Horizonville_5124,56,Horizonville,5124,FrolicFrappe,1.75L,6,66.99,01/01/2016
56_Horizonville_5921,56,Horizonville,5921,SparklingSaffron,750mL,12,21.99,01/01/2016
56_Horizonville_6553,56,Horizonville,6553,PomegranatePleasure,750mL,18,11.99,01/01/2016
56_Horizonville_7725,56,Horizonville,7725,MidnightMangoMist,750mL,10,9.99,01/01/2016
56_Horizonville_8102,56,Horizonville,8102,MidnightMochaMist,1.75L,22,24.99,01/01/2016
56_Horizonville_8370,56,Horizonville,8370,LavenderLullaby,1.75L,13,10.99,01/01/2016
76_Sapphire Shores_8370,76,Sapphire Shores,8370,LavenderLullaby,1.75L,15,10.99,01/01/2016
76_Sapphire Shores_8847,76,Sapphire Shores,8847,LuminousLagoon,750mL,46,5.99,01/01/2016
76_Sapphire Shores_8907,76,Sapphire Shores,8907,RadiantRainforestRipple,1.5L,6,6.99,01/01/2016
76_Sapphire Shores_11213,76,Sapphire Shores,11213,CitrusSilk,750mL,67,18.99,01/01/2016
76_Sapphire Shores_11340,76,Sapphire Shores,11340,BlissfulBubbly,750mL,13,13.99,01/01/2016
76_Sapphire Shores_12324,76,Sapphire Shores,12324,RadiantRipple,750mL,17,28.99,01/01/2016
76_Sapphire Shores_13229,76,Sapphire Shores,13229,CosmicCoconutCrush,750mL,2,99.99,01/01/2016
76_Sapphire Shores_14383,76,Sapphire Shores,14383,SunlitSnowfruitSip,750mL,13,15.99,01/01/2016
76_Sapphire Shores_14439,76,Sapphire Shores,14439,LushLagoonLatte,750mL,22,4.99,01/01/2016
76_Sapphire Shores_14444,76,Sapphire Shores,14444,SummerSorbetSplash,750mL,10,25.99,01/01/2016
76_Sapphire Shores_15007,76,Sapphire Shores,15007,BubbleHarbor,750mL,22,19.99,01/01/2016
76_Sapphire Shores_15076,76,Sapphire Shores,15076,MoonlitMacchiato,750mL,11,11.99,01/01/2016
76_Sapphire Shores_15651,76,Sapphire Shores,15651,MoonlitMojito,750mL,12,13.99,01/01/2016
76_Sapphire Shores_16159,76,Sapphire Shores,16159,GlimmerQuench,750mL,24,9.99,01/01/2016
76_Sapphire Shores_16179,76,Sapphire Shores,16179,FrostedMapleMingle,750mL,6,49.99,01/01/2016
76_Sapphire Shores_16180,76,Sapphire Shores,16180,CozyCaramelCrave,750mL,17,10.99,01/01/2016
9_Eldermere_11213,9,Eldermere,11213,CitrusSilk,750mL,12,18.99,01/01/2016
9_Eldermere_14383,9,Eldermere,14383,SunlitSnowfruitSip,750mL,11,15.99,01/01/2016
9_Eldermere_14439,9,Eldermere,14439,LushLagoonLatte,750mL,5,4.99,01/01/2016
9_Eldermere_16159,9,Eldermere,16159,GlimmerQuench,750mL,29,9.99,01/01/2016
9_Eldermere_16328,9,Eldermere,16328,TranquilToastedTaffy,500mL,24,3.99,01/01/2016
9_Eldermere_19055,9,Eldermere,19055,VelvetVista,750mL,41,9.99,01/01/2016
9_Eldermere_19507,9,Eldermere,19507,VelvetFizz,750mL,23,7.99,01/01/2016
9_Eldermere_21412,9,Eldermere,21412,DreamyDragonfruitDazzle,750mL,2,7.99,01/01/2016
9_Eldermere_21776,9,Eldermere,21776,SparklingStrawberrySymphony,750mL,3,10.99,01/01/2016
9_Eldermere_24002,9,Eldermere,24002,EnchantedElderflowerElixir,1.5L,25,8.99,01/01/2016
9_Eldermere_24673,9,Eldermere,24673,ZenBrew,1.5L,8,15.99,01/01/2016
9_Eldermere_27644,9,Eldermere,27644,EnchantedIced,750mL,19,9.99,01/01/2016
9_Eldermere_29407,9,Eldermere,29407,WildWisteriaWhirl,750mL,28,15.99,01/01/2016
9_Eldermere_29996,9,Eldermere,29996,WhisperQuencher,750mL,17,16.99,01/01/2016
9_Eldermere_31541,9,Eldermere,31541,OasisWhirl,750mL,14,20.99,01/01/2016
9_Eldermere_33035,9,Eldermere,33035,MapleMystique,750mL,12,8.99,01/01/2016
9_Eldermere_35862,9,Eldermere,35862,SunburstSip,750mL,12,19.99,01/01/2016
6_Echo Harbor_1692,6,Echo Harbor,1692,FrothyForestFable,750mL,10,18.49,01/01/2016
6_Echo Harbor_1896,6,Echo Harbor,1896,AlpineAloeAria,750mL,1,99.99,01/01/2016
6_Echo Harbor_2598,6,Echo Harbor,2598,TropicalTidewave,750mL,5,14.99,01/01/2016
6_Echo Harbor_2679,6,Echo Harbor,2679,OceanOpal,750mL,33,19.99,01/01/2016
6_Echo Harbor_2854,6,Echo Harbor,2854,CloudNineCafé,750mL,4,54.99,01/01/2016
6_Echo Harbor_3237,6,Echo Harbor,3237,ChilledCherryCharm,1.75L,7,23.99,01/01/2016
6_Echo Harbor_3487,6,Echo Harbor,3487,SummerBerryBrio,750mL,14,16.99,01/01/2016
6_Echo Harbor_3917,6,Echo Harbor,3917,SparklingSiesta,50mL,2,0.99,01/01/2016
71_Emberfield_20400,71,Emberfield,20400,StarrySpicedSorbet,750mL,3,13.99,01/01/2016
71_Emberfield_21412,71,Emberfield,21412,DreamyDragonfruitDazzle,750mL,14,7.99,01/01/2016
71_Emberfield_24002,71,Emberfield,24002,EnchantedElderflowerElixir,1.5L,7,8.99,01/01/2016
71_Emberfield_24310,71,Emberfield,24310,ZestSplash,750mL,3,12.99,01/01/2016
71_Emberfield_24673,71,Emberfield,24673,ZenBrew,1.5L,10,15.99,01/01/2016
71_Emberfield_27644,71,Emberfield,27644,EnchantedIced,750mL,14,9.99,01/01/2016
71_Emberfield_28983,71,Emberfield,28983,TranquilTurmericTonic,750mL,8,14.99,01/01/2016
71_Emberfield_29407,71,Emberfield,29407,WildWisteriaWhirl,750mL,12,15.99,01/01/2016
71_Emberfield_33035,71,Emberfield,33035,MapleMystique,750mL,15,8.99,01/01/2016
71_Emberfield_33683,71,Emberfield,33683,FrothEuphoria,1.5L,11,20.99,01/01/2016
71_Emberfield_37731,71,Emberfield,37731,CosmicCider,3L,8,10.99,01/01/2016
71_Emberfield_40175,71,Emberfield,40175,SunburstSorbet,187mL 4 Pk,4,11.99,01/01/2016
71_Emberfield_41212,71,Emberfield,41212,SparkleBliss,750mL,12,15.99,01/01/2016
67_Willow Creek_17830,67,Willow Creek,17830,CosmicCaramelComet,750mL,9,51.99,01/01/2016
67_Willow Creek_18884,67,Willow Creek,18884,VanillaVelour,750mL,13,15.99,01/01/2016
67_Willow Creek_19055,67,Willow Creek,19055,VelvetVista,750mL,32,9.99,01/01/2016
67_Willow Creek_19175,67,Willow Creek,19175,StarrySipAmericano,750mL,160,11.99,01/01/2016
67_Willow Creek_19507,67,Willow Creek,19507,VelvetFizz,750mL,32,7.99,01/01/2016
67_Willow Creek_19549,67,Willow Creek,19549,FrostedFable,3L,8,14.99,01/01/2016
67_Willow Creek_19789,67,Willow Creek,19789,StarlitStrawberrySteam,750mL,13,19.99,01/01/2016
67_Willow Creek_20400,67,Willow Creek,20400,StarrySpicedSorbet,750mL,26,13.99,01/01/2016
67_Willow Creek_21412,67,Willow Creek,21412,DreamyDragonfruitDazzle,750mL,97,7.99,01/01/2016
35_Moonlight Cove_5921,35,Moonlight Cove,5921,SparklingSaffron,750mL,20,21.99,01/01/2016
35_Moonlight Cove_8102,35,Moonlight Cove,8102,MidnightMochaMist,1.75L,6,24.99,01/01/2016
35_Moonlight Cove_8370,35,Moonlight Cove,8370,LavenderLullaby,1.75L,8,10.99,01/01/2016
35_Moonlight Cove_8847,35,Moonlight Cove,8847,LuminousLagoon,750mL,12,5.99,01/01/2016
35_Moonlight Cove_11213,35,Moonlight Cove,11213,CitrusSilk,750mL,9,18.99,01/01/2016
35_Moonlight Cove_16328,35,Moonlight Cove,16328,TranquilToastedTaffy,500mL,8,3.99,01/01/2016
35_Moonlight Cove_19507,35,Moonlight Cove,19507,VelvetFizz,750mL,25,7.99,01/01/2016
35_Moonlight Cove_24002,35,Moonlight Cove,24002,EnchantedElderflowerElixir,1.5L,27,8.99,01/01/2016
35_Moonlight Cove_24094,35,Moonlight Cove,24094,CitrusSilhouette,1.5L,3,6.99,01/01/2016
33_Crestwood_18884,33,Crestwood,18884,VanillaVelour,750mL,5,15.99,01/01/2016
33_Crestwood_19055,33,Crestwood,19055,VelvetVista,750mL,12,9.99,01/01/2016
33_Crestwood_19175,33,Crestwood,19175,StarrySipAmericano,750mL,12,11.99,01/01/2016
33_Crestwood_19507,33,Crestwood,19507,VelvetFizz,750mL,31,7.99,01/01/2016
33_Crestwood_19549,33,Crestwood,19549,FrostedFable,3L,6,14.99,01/01/2016
33_Crestwood_20224,33,Crestwood,20224,BreezeBurst,750mL,9,59.99,01/01/2016
33_Crestwood_21412,33,Crestwood,21412,DreamyDragonfruitDazzle,750mL,24,7.99,01/01/2016
33_Crestwood_23633,33,Crestwood,23633,CinnamonSizzle,750mL,6,14.99,01/01/2016
33_Crestwood_24002,33,Crestwood,24002,EnchantedElderflowerElixir,1.5L,23,8.99,01/01/2016
33_Crestwood_24310,33,Crestwood,24310,ZestSplash,750mL,4,12.99,01/01/2016
33_Crestwood_24557,33,Crestwood,24557,EnchantedEucalyptusElixir,750mL,6,12.99,01/01/2016
33_Crestwood_25159,33,Crestwood,25159,Peaches-n-Dream,750mL,7,11.99,01/01/2016
68_Radiant Ridge_31541,68,Radiant Ridge,31541,OasisWhirl,750mL,86,20.99,01/01/2016
68_Radiant Ridge_32604,68,Radiant Ridge,32604,CarnivalChill,750mL,11,9.95,01/01/2016
68_Radiant Ridge_33683,68,Radiant Ridge,33683,FrothEuphoria,1.5L,10,20.99,01/01/2016
68_Radiant Ridge_35862,68,Radiant Ridge,35862,SunburstSip,750mL,12,19.99,01/01/2016
68_Radiant Ridge_37731,68,Radiant Ridge,37731,CosmicCider,3L,6,10.99,01/01/2016
68_Radiant Ridge_40175,68,Radiant Ridge,40175,SunburstSorbet,187mL 4 Pk,6,11.99,01/01/2016
68_Radiant Ridge_41212,68,Radiant Ridge,41212,SparkleBliss,750mL,11,15.99,01/01/2016
68_Radiant Ridge_44854,68,Radiant Ridge,44854,ChocoMintMystique,750mL,13,51.99,01/01/2016
18_Mistwood_1397,18,Mistwood,1397,BlueberryBrew,750mL,5,13.99,01/01/2016
18_Mistwood_1474,18,Mistwood,1474,SparklingSageSip,750mL,11,25.99,01/01/2016
18_Mistwood_1692,18,Mistwood,1692,FrothyForestFable,750mL,11,18.49,01/01/2016
18_Mistwood_1896,18,Mistwood,1896,AlpineAloeAria,750mL,3,99.99,01/01/2016
